44.608803,-18.181656,5.248215,-10.497017,-1.5356787,-2.3359044,-2.868106,-1.9252166,-2.529313,-2.980673,-0.8029445,-4.5871305,-1.6133645,0
79.82203,-11.923219,16.861296,-22.718008,-3.6108882,-5.8341,-6.483848,-8.969954,-6.196803,-10.944651,-4.965798,-8.745369,-6.2907014,0
134.13824,-54.127434,1.7409598,-30.77452,4.032503,-12.790342,-5.591956,-7.5393023,-9.550173,-0.15394057,-7.7088275,-6.86925,-4.805951,0
168.94191,-69.404335,-0.14004047,-28.840612,2.1866775,-19.981726,-5.846913,-11.743091,-8.559504,-2.5102978,-6.4708753,-11.010859,-6.6203527,0
175.17131,-21.713182,-15.245501,-19.37609,-13.108378,-16.968243,-10.726962,-16.562918,-9.548503,-15.572972,-10.982565,-14.42924,-10.936742,0
168.41887,-18.47179,-32.276707,-41.839973,-1.2165143,-29.042767,-0.10930115,-19.035542,0.757961,-15.68183,1.8471463,-13.317171,-0.03233826,0
167.62695,-61.38848,-8.431626,-28.083422,-12.629441,-6.972129,-11.329677,-9.718235,-4.0800943,-8.862686,-4.1592307,-8.947603,-3.024348,0
166.49121,-57.162403,18.22128,-40.930767,-5.4997835,-13.625548,-2.8246398,-12.886729,-21.559427,2.217016,-13.695616,-12.305475,-6.439119,0
165.2926,-64.85397,13.564805,-31.407625,-10.857658,-11.185099,-5.1440997,-11.770109,-16.54463,0.36829832,-9.087453,-9.702111,-8.672916,0
164.55536,-58.570866,12.519009,-44.48959,-4.168965,-4.2526903,-14.933436,-11.852602,-11.443734,-3.9105697,-14.330817,-2.6358712,-6.485216,0
125.038536,-39.802097,5.988541,-24.750538,-5.952208,-6.0670114,-7.370219,-11.227997,-9.176974,-3.0795465,-9.640427,-5.514073,-8.445989,0
226.94676,-62.26902,4.2557764,-37.033737,-16.816824,-20.265652,-9.667689,-15.088271,-24.588423,-6.0799885,-15.211508,-12.067091,-12.114371,0
72.18059,-18.846146,-1.180825,-9.233575,-4.0615172,-6.809083,-4.508569,-5.7148895,-2.8769403,-6.088621,-2.821108,-6.464901,-3.5744286,0
72.980034,2.7359042,-6.4699187,-11.697641,-7.801279,-11.064283,-4.580077,-7.9553595,-5.4057407,-7.5488577,-3.4685774,-5.708918,-4.015357,0
71.985985,3.915527,-5.269607,-12.700745,-7.339437,-11.961912,-4.7096195,-8.6355,-5.2414417,-7.5321326,-2.3797956,-6.9616694,-3.1696537,0
71.75393,-14.386418,0.11684323,-13.193701,-2.1170297,-8.597101,-3.9805343,-7.0511527,-2.7784638,-5.410575,-4.611528,-5.5608177,-4.1834707,0
71.830086,-4.364998,-0.45059708,-17.465887,-3.5219467,-7.581399,-6.3108034,-6.8880796,-3.12329,-7.7530165,-2.4258885,-8.549759,-3.3943949,0
72.3972,6.5654745,1.9980434,-20.179544,-3.567108,-10.815446,-6.9824386,-9.183764,-3.421296,-10.250579,-2.4961605,-10.669534,-3.3948417,0
71.078575,4.4374285,3.7964814,-21.398418,-2.1661067,-11.415223,-6.354325,-9.423343,-2.7503545,-9.730564,-2.3544815,-10.271699,-3.447955,0
72.19645,-18.445116,-1.5952804,-9.428362,-3.6769521,-7.326472,-4.2664948,-6.003797,-2.679301,-6.1177416,-2.8180804,-6.413027,-3.4258077,0
70.94245,-0.26220214,5.005813,-16.876184,-0.18515806,-11.172014,-6.5121865,-8.929638,-3.0295098,-11.824731,-1.7822927,-11.565442,-3.8089163,0
72.2068,-1.0296147,-2.7966025,-17.400955,-2.7846522,-8.4259815,-5.024429,-8.948991,-3.4170344,-7.7697334,-2.4985807,-8.6692505,-3.440981,0
72.18059,-18.846146,-1.180825,-9.233575,-4.0615172,-6.809083,-4.508569,-5.7148895,-2.8769403,-6.088621,-2.821108,-6.464901,-3.5744286,0
73.31604,0.49810004,-5.662634,-13.768095,-7.004368,-10.571712,-6.0710564,-7.5746903,-5.679842,-6.3739824,-2.6459432,-5.959516,-2.5023074,0
70.32258,-3.6253674,8.674449,-18.470606,0.80920094,-10.647432,-6.231043,-9.484183,-3.4601812,-10.03027,-3.7066035,-9.572037,-4.578498,0
73.27268,-2.4309537,-9.025671,-12.002552,-1.6522136,-8.970669,-2.2795084,-8.823035,-3.226511,-8.990317,-4.6479635,-8.0743475,-3.1489787,0
72.380684,-7.89765,-8.42218,-12.467355,-6.532212,-10.603744,-6.301592,-6.9045606,-2.2051842,-4.719368,0.2450681,-5.1083126,-1.4635965,0
71.955956,-1.7850338,-5.2335763,-12.328395,-8.21056,-9.650052,-7.2971625,-8.888312,-2.0580804,-7.0222116,0.9138705,-8.166749,-2.229686,0
72.558914,-3.34817,-6.700316,-13.154299,-7.628363,-9.726424,-7.758163,-7.6974406,-1.8714583,-5.818529,0.85015744,-7.521443,-2.1845028,0
71.1837,-4.179551,-1.5863223,-10.967495,-8.880579,-9.476835,-6.1560683,-8.79713,-3.74404,-8.048965,0.7888604,-7.4319544,-2.7035987,0
122.81492,-3.837411,-13.845063,-17.385548,-5.592703,-16.388365,-10.31178,-12.366875,-5.7766614,-13.379923,-8.80834,-11.228494,-3.8937542,0
79.337845,-4.426356,-12.187487,-11.235101,-4.9377384,-13.156637,-7.5040717,-4.6258264,-1.3931239,-7.2313366,-3.553569,-6.372001,-2.714586,0
116.897964,-19.568918,-16.214493,-18.413399,-4.9467535,-11.595653,-9.940691,-9.717277,1.2072473,-8.088458,-6.0747986,-9.7769,-3.767842,0
84.90949,-10.82152,-13.935407,-15.394395,-3.735063,-6.810574,-5.381639,-7.775968,-1.1774883,-6.656265,-2.6333776,-8.9285145,-1.6593043,0
117.05752,-16.55535,-13.386102,-13.649649,-8.490432,-12.086689,-8.992543,-10.885751,-3.5680048,-8.925157,-5.257974,-11.799943,-3.4599533,0
22.865572,-21.728514,3.0269482,-5.962642,0.9434413,-4.7056885,2.0607336,-0.06779161,4.2796736,-1.6854638,2.401089,-2.5663185,1.1389694,1
160.14139,-71.25495,5.4873943,-6.773505,3.6915736,-11.436551,-23.614885,-7.3994694,-4.336654,-16.596525,-7.7189856,-8.162193,-12.02661,1
105.305305,-93.22624,17.476265,-16.633747,14.577884,-17.085016,-1.3442057,-5.9081144,0.6246595,-7.311614,6.975259,-6.7875648,3.3371527,1
129.13344,-14.178182,-7.1674585,-10.495416,-9.548561,-11.833456,-9.690722,-9.3830385,-8.110463,-9.491067,-11.415788,-14.608144,-13.211162,1
44.29913,-31.329248,2.3565757,-0.59945375,-3.3734527,-4.0025926,-1.0153273,-1.4800082,-0.77228165,-1.235243,-1.057546,-1.3482399,-0.4422997,1
133.33514,-63.026653,-5.476798,-18.72366,-5.046503,-14.148985,-4.451678,-10.840894,-0.67219883,-9.149656,2.5439882,-5.56553,1.2233932,1
193.2731,-105.98634,1.3056663,-24.582722,-1.7657872,-13.789685,0.0150766075,-6.723073,-2.072863,-16.58945,-4.312275,-15.887854,-2.8837552,1
191.16823,-100.93742,11.873963,-23.479136,3.054889,-21.200834,0.43665513,-21.529366,-0.8026779,-14.629479,-9.647381,-9.727465,-4.5799713,1
